CarID,Identification.Classification,Identification.ID,Identification.Make
431,Manual transmission,2011 Honda Civic LX Coup,Honda
432,Automatic transmission,2011 Honda Civic LX Coup AT,Honda
433,Manual transmission,2011 Honda Civic EX Coup,Honda
434,Automatic transmission,2011 Honda Civic EX Coup AT,Honda
435,Automatic transmission,2011 Honda Civic EX-L Coup,Honda
436,Manual transmission,2011 Honda Civic Si Coup,Honda
437,Automatic transmission,2012 Audi Q7 3.0 T S Line,Audi
438,Automatic transmission,2012 Audi Q7 3.0 T,Audi
439,Automatic transmission,2012 Audi Q7 3.0 TDI,Audi
440,Manual transmission,2010 Lamborghini Gallardo Coupe LP 550-2 Valentino Balboni,Lamborghini
441,Manual transmission,2010 Chevrolet  Aveo5 LS,Chevrolet
442,Manual transmission,2010 Chevrolet  Aveo5 1LT,Chevrolet
443,Automatic transmission,2010 Chevrolet  Aveo5 1LT AT,Chevrolet
444,Manual transmission,2010 Chevrolet  Aveo5 2LT,Chevrolet
445,Automatic transmission,2010 Chevrolet  Aveo5 2LT AT,Chevrolet
446,Automatic transmission,2010 Lexus LS 460,Lexus
447,Automatic transmission,2010 Lexus LS 460 AWD,Lexus
448,Automatic transmission,2010 Lexus LS 460 L,Lexus
449,Automatic transmission,2010 Lexus LS 460 L AWD,Lexus
450,Manual transmission,2011 Lamborghini Gallardo Coupe LP 560-4,Lamborghini
451,Manual transmission,2011 Lamborghini Gallardo Coupe LP 560-4 Spyder,Lamborghini
452,Automatic transmission,2012 Hyundai Accent Hatchback SE AT,Hyundai
453,Automatic transmission,2012 Hyundai Accent Hatchback GS AT,Hyundai
454,Manual transmission,2012 Hyundai Accent Hatchback SE,Hyundai
455,Manual transmission,2012 Hyundai Accent Hatchback GS,Hyundai
456,Automatic transmission,2011 Lexus LS 460,Lexus
457,Automatic transmission,2011 Lexus LS 460 AWD,Lexus
458,Automatic transmission,2011 Lexus LS 460 L,Lexus
459,Automatic transmission,2011 Lexus LS 460 L AWD,Lexus
460,Automatic transmission,2011 Hyundai Accent Hatchback GS AT,Hyundai
461,Manual transmission,2011 Hyundai Accent Hatchback SE,Hyundai
462,Manual transmission,2011 Hyundai Accent Hatchback GS,Hyundai
463,Manual transmission,2011 Hyundai Accent Hatchback GL,Hyundai
464,Automatic transmission,2011 Hyundai Accent Hatchback SE AT,Hyundai
465,Manual transmission,2010 Hyundai Accent Hatchback GS,Hyundai
466,Automatic transmission,2010 Hyundai Accent Hatchback SE AT,Hyundai
467,Manual transmission,2010 Hyundai Accent Hatchback SE,Hyundai
468,Automatic transmission,2010 Hyundai Accent Hatchback GS AT,Hyundai
469,Manual transmission,2010 Hyundai Accent Hatchback Blue,Hyundai
470,Manual transmission,2012 Hyundai Accent Sedan GLS,Hyundai
471,Automatic transmission,2012 Hyundai Accent Sedan GLS AT,Hyundai
472,Automatic transmission,2011 Hyundai Accent Sedan GLS AT,Hyundai
473,Manual transmission,2011 Hyundai Accent Sedan GLS,Hyundai
474,Manual transmission,2010 Hyundai Accent Sedan GLS,Hyundai
475,Automatic transmission,2010 Hyundai Accent Sedan GLS AT,Hyundai
476,Automatic transmission,2011 Hyundai Azera GLS,Hyundai
477,Automatic transmission,2011 Hyundai Azera Limited,Hyundai
478,Automatic transmission,2010 Hyundai Azera Limited,Hyundai
479,Automatic transmission,2010 Hyundai Azera GLS,Hyundai
480,Automatic transmission,2011 Audi Q7 3.0 T S Line,Audi
481,Automatic transmission,2011 Audi Q7 3.0 T,Audi
482,Automatic transmission,2011 Audi Q7 3.0 TDI,Audi
483,Automatic transmission,2010 Audi Q7 3.6,Audi
484,Automatic transmission,2010 Audi Q7 3.0 TDI,Audi
485,Automatic transmission,2010 Audi Q7 4.2,Audi
486,Automatic transmission,2011 Toyota RAV4,Toyota
487,Automatic transmission,2011 Toyota RAV4 4WD,Toyota
488,Automatic transmission,2011 Toyota RAV4 V6,Toyota
489,Automatic transmission,2011 Toyota RAV4 V6 4WD,Toyota
490,Automatic transmission,2011 Toyota RAV4 Sport,Toyota
491,Automatic transmission,2011 Toyota RAV4 Sport 4WD,Toyota
492,Automatic transmission,2011 Toyota RAV4 Sport V6,Toyota
493,Automatic transmission,2011 Toyota RAV4 Sport V6 4WD,Toyota
494,Automatic transmission,2011 Toyota RAV4 Limited,Toyota
495,Automatic transmission,2011 Toyota RAV4 Limited 4WD,Toyota
496,Automatic transmission,2011 Toyota RAV4 Limited V6,Toyota
497,Automatic transmission,2011 Toyota RAV4 Limited V6 4WD,Toyota
498,Manual transmission,2009 Nissan Cube 1.8 S,Nissan
499,Manual transmission,2009 Nissan Cube 1.8,Nissan
500,Automatic transmission,2011 Volvo S40 R-Design,Volvo
501,Manual transmission,2012 Chevrolet Camaro Convertible 1LT,Chevrolet
502,Automatic transmission,2012 Chevrolet Camaro Convertible 1LT AT,Chevrolet
503,Manual transmission,2012 Chevrolet Camaro Convertible 2LT,Chevrolet
504,Automatic transmission,2012 Chevrolet Camaro Convertible 2LT AT,Chevrolet
505,Manual transmission,2012 Chevrolet Camaro Convertible 1SS,Chevrolet
506,Automatic transmission,2012 Chevrolet Camaro Convertible 1SS AT,Chevrolet
507,Manual transmission,2012 Chevrolet Camaro Convertible 2SS,Chevrolet
508,Automatic transmission,2012 Chevrolet Camaro Convertible 2SS AT,Chevrolet
509,Manual transmission,2011 Nissan Juke SL,Nissan
510,Manual transmission,2011 Nissan Juke SV,Nissan
511,Manual transmission,2011 Chevrolet Camaro Convertible 1LT,Chevrolet
512,Automatic transmission,2011 Chevrolet Camaro Convertible 1LT AT,Chevrolet
513,Manual transmission,2011 Chevrolet Camaro Convertible 2LT,Chevrolet
514,Automatic transmission,2011 Chevrolet Camaro Convertible 2LT AT,Chevrolet
515,Manual transmission,2011 Chevrolet Camaro Convertible 1SS,Chevrolet
516,Automatic transmission,2011 Chevrolet Camaro Convertible 1SS AT,Chevrolet
517,Manual transmission,2011 Chevrolet Camaro Convertible 2SS,Chevrolet
518,Automatic transmission,2011 Chevrolet Camaro Convertible 2SS AT,Chevrolet
519,Manual transmission,2010 Mercedes-Benz C300 Sport FFV,Mercedes
520,Automatic transmission,2010 Mercedes-Benz C300 Sport AT FFV,Mercedes
521,Automatic transmission,2010 Mercedes-Benz C350 Sport,Mercedes
522,Automatic transmission,2010 BMW 128i Convertible AT,BMW Motorrad
523,Manual transmission,2010 BMW 135i Convertible,BMW
524,Automatic transmission,2010 BMW 135i Convertible AT,BMW
525,Manual transmission,2010 BMW 128i Convertible,BMW Motorrad
526,Manual transmission,2012 Chevrolet Camaro Coupe 1LT,Chevrolet
527,Automatic transmission,2012 Chevrolet Camaro Coupe 1LT AT,Chevrolet
528,Manual transmission,2012 Chevrolet Camaro Coupe 2LT,Chevrolet
529,Automatic transmission,2012 Chevrolet Camaro Coupe 2LT AT,Chevrolet
530,Manual transmission,2012 Chevrolet Camaro Coupe 1SS,Chevrolet
531,Automatic transmission,2012 Chevrolet Camaro Coupe 1SS AT,Chevrolet
532,Manual transmission,2012 Chevrolet Camaro Coupe 2SS,Chevrolet
533,Automatic transmission,2012 Chevrolet Camaro Coupe 2SS AT,Chevrolet
534,Manual transmission,2012 Chevrolet Camaro Coupe 1LS,Chevrolet
535,Automatic transmission,2012 Chevrolet Camaro Coupe 2LS,Chevrolet
536,Automatic transmission,2010 Mercedes-Benz C300 Sport 4MATIC,Mercedes
537,Automatic transmission,2010 Mercedes-Benz C300 Luxury,Mercedes
538,Automatic transmission,2012 Hyundai Elantra Sedan Limited PZEV,Hyundai
539,Automatic transmission,2012 Hyundai Elantra Sedan GLS AT,Hyundai
540,Manual transmission,2012 Hyundai Elantra Sedan GLS,Hyundai
541,Automatic transmission,2012 Hyundai Elantra Sedan GLS PZEV,Hyundai
542,Automatic transmission,2012 Hyundai Elantra Sedan Limited,Hyundai
543,Automatic transmission,2011 Hyundai Elantra Sedan GLS AT,Hyundai
544,Automatic transmission,2011 Hyundai Elantra Sedan Limited,Hyundai
545,Automatic transmission,2011 Hyundai Elantra Sedan GLS PZEV,Hyundai
546,Manual transmission,2011 Hyundai Elantra Sedan GLS,Hyundai
547,Automatic transmission,2011 Hyundai Elantra Sedan Limited PZEV,Hyundai
548,Automatic transmission,2010 Hyundai Elantra Sedan SE,Hyundai
549,Automatic transmission,2010 Hyundai Elantra Sedan GLS PZEV,Hyundai
550,Manual transmission,2010 Hyundai Elantra Sedan Blue,Hyundai
551,Automatic transmission,2010 Hyundai Elantra Sedan SE PZEV,Hyundai
552,Automatic transmission,2010 Hyundai Elantra Sedan GLS,Hyundai
553,Manual transmission,2012 Ford Fusion S,Ford
554,Automatic transmission,2012 Ford Fusion S AT,Ford
555,Automatic transmission,2012 Ford Fusion SE,Ford
556,Automatic transmission,2012 Ford Fusion V6 SE,Ford
557,Automatic transmission,2012 Ford Fusion SEL,Ford
558,Automatic transmission,2012 Ford Fusion V6 SEL,Ford
559,Automatic transmission,2012 Ford Fusion V6 SEL AWD,Ford
560,Automatic transmission,2012 Ford Fusion Sport,Ford
561,Automatic transmission,2012 Ford Fusion Sport AWD,Ford
562,Manual transmission,2011 Volkswagen CC Sport,Volkswagen
563,Manual transmission,2011 Volkswagen CC R-Line,Volkswagen
564,Automatic transmission,2011 Volkswagen CC VR6 4Motion Executive,Volkswagen
565,Manual transmission,2011 Ford Fusion S,Ford
566,Automatic transmission,2011 Ford Fusion S AT,Ford
567,Manual transmission,2011 Ford Fusion SE,Ford
568,Automatic transmission,2011 Ford Fusion SEL,Ford
569,Automatic transmission,2011 Ford Fusion V6 SEL,Ford
570,Automatic transmission,2011 Ford Fusion V6 SEL AWD,Ford
571,Automatic transmission,2011 Ford Fusion Sport,Ford
572,Automatic transmission,2011 Ford Fusion Sport AWD,Ford
573,Automatic transmission,2011 Ford Fusion V6 SE,Ford
574,Automatic transmission,2011 Ford Fusion SE AT,Ford
575,Manual transmission,2010 Ford Fusion S,Ford
576,Automatic transmission,2010 Ford Fusion S AT,Ford
577,Manual transmission,2010 Ford Fusion SE,Ford
578,Automatic transmission,2010 Ford Fusion V6 SE,Ford
579,Automatic transmission,2010 Ford Fusion SEL,Ford
580,Automatic transmission,2010 Ford Fusion V6 SEL,Ford
581,Automatic transmission,2010 Ford Fusion V6 SEL AWD,Ford
582,Automatic transmission,2010 Ford Fusion Sport,Ford
583,Automatic transmission,2010 Ford Fusion Sport AWD,Ford
584,Automatic transmission,2010 Ford Fusion SE AT,Ford
585,Manual transmission,2011 Kia Forte LX,Kia
586,Automatic transmission,2011 Kia Forte LX AT,Kia
587,Automatic transmission,2011 Kia Forte EX,Kia
588,Automatic transmission,2011 Kia Forte SX,Kia
589,Automatic transmission,2009 Audi Q7 3.0 TDI,Audi
590,Manual transmission,2011 Kia Forte 5-Door EX,Kia
591,Automatic transmission,2011 Kia Forte 5-Door EX AT,Kia
592,Manual transmission,2011 Kia Forte 5-Door SX,Kia
593,Automatic transmission,2011 Kia Forte 5-Door SX AT,Kia
594,Manual transmission,2011 Kia Forte Koup EX,Kia
595,Automatic transmission,2011 Kia Forte Koup EX AT,Kia
596,Manual transmission,2011 Kia Forte Koup SX,Kia
597,Automatic transmission,2011 Kia Forte Koup SX AT,Kia
598,Manual transmission,2011 Audi R8 Coupe 4.2,Audi
599,Manual transmission,2011 Audi R8 Coupe 5.2,Audi
600,Manual transmission,2010 Kia Forte LX,Kia
601,Automatic transmission,2010 Kia Forte LX AT,Kia
602,Manual transmission,2010 Kia Forte EX,Kia
603,Automatic transmission,2010 Kia Forte EX 4sp. AT,Kia
604,Automatic transmission,2010 Kia Forte EX 5sp. AT,Kia
605,Manual transmission,2010 Kia Forte SX,Kia
606,Automatic transmission,2010 Kia Forte SX AT,Kia
607,Manual transmission,2012 Audi R8 Coupe 4.2,Audi
608,Manual transmission,2012 Audi R8 Coupe 5.2,Audi
609,Automatic transmission,2012 Hyundai Elantra Touring GLS AT,Hyundai
610,Manual transmission,2012 Hyundai Elantra Touring GLS,Hyundai
611,Manual transmission,2012 Hyundai Elantra Touring SE,Hyundai
612,Automatic transmission,2012 Hyundai Elantra Touring SE AT,Hyundai
613,Manual transmission,2011 Hyundai Elantra Touring GLS,Hyundai
614,Automatic transmission,2011 Hyundai Elantra Touring SE AT,Hyundai
615,Automatic transmission,2011 Hyundai Elantra Touring GLS AT,Hyundai
616,Manual transmission,2011 Hyundai Elantra Touring SE,Hyundai
617,Manual transmission,2010 Hyundai Elantra Touring GLS,Hyundai
618,Automatic transmission,2010 Hyundai Elantra Touring GLS AT,Hyundai
619,Manual transmission,2010 Hyundai Elantra Touring SE,Hyundai
620,Automatic transmission,2010 Hyundai Elantra Touring SE AT,Hyundai
621,Manual transmission,2009 Hyundai Elantra Touring,Hyundai
622,Automatic transmission,2009 Hyundai Elantra Touring AT,Hyundai
623,Automatic transmission,2011 Hyundai Equus Ultimate,Hyundai
624,Automatic transmission,2011 Hyundai Equus Signature,Hyundai
625,Automatic transmission,2012 Hyundai Genesis Sedan 4.6,Hyundai
626,Automatic transmission,2012 Hyundai Genesis Sedan 3.8,Hyundai
627,Automatic transmission,2012 Hyundai Genesis Sedan 5.0 R-Spec,Hyundai
628,Manual transmission,2010 Kia Forte Koup EX,Kia
629,Automatic transmission,2010 Kia Forte Koup EX AT,Kia
630,Manual transmission,2010 Kia Forte Koup SX,Kia
631,Automatic transmission,2010 Kia Forte Koup SX AT,Kia
632,Manual transmission,2011 Kia Optima LX MT,Kia
633,Automatic transmission,2011 Kia Optima LX AT,Kia
634,Automatic transmission,2011 Kia Optima EX,Kia
635,Automatic transmission,2011 Kia Optima EX Turbo,Kia
636,Automatic transmission,2011 Kia Optima SX,Kia
637,Manual transmission,2010 Honda Civic DX Coup,Honda
638,Automatic transmission,2010 Honda Civic DX Coup AT,Honda
639,Manual transmission,2010 Honda Civic LX Coup,Honda
640,Automatic transmission,2010 Honda Civic LX Coup AT,Honda
641,Manual transmission,2010 Honda Civic EX Coup,Honda
642,Automatic transmission,2010 Honda Civic EX Coup AT,Honda
643,Manual transmission,2010 Honda Civic EX-L Coup,Honda
644,Automatic transmission,2010 Honda Civic EX-L Coup AT,Honda
645,Manual transmission,2010 Honda Civic Si Coup,Honda
646,Automatic transmission,2011 Kia Optima Hybrid,Kia
647,Manual transmission,2010 Kia Optima LX,Kia
648,Automatic transmission,2010 Kia Optima LX AT,Kia
649,Automatic transmission,2010 Kia Optima EX,Kia
650,Automatic transmission,2010 Kia Optima EX V6,Kia
651,Automatic transmission,2010 Kia Optima SX,Kia
652,Automatic transmission,2010 Kia Optima SX V6,Kia
653,Manual transmission,2011 Kia Rio,Kia
654,Automatic transmission,2011 Kia Rio LX,Kia
655,Automatic transmission,2011 Kia Rio SX,Kia
656,Automatic transmission,2011 Hyundai Genesis Sedan 3.8,Hyundai
657,Automatic transmission,2011 Hyundai Genesis Sedan 4.6,Hyundai
658,Automatic transmission,2010 Hyundai Genesis Sedan 4.6,Hyundai
659,Automatic transmission,2010 Hyundai Genesis Sedan 3.8,Hyundai
660,Manual transmission,2012 Hyundai Genesis Coupe 2.0T,Hyundai
661,Manual transmission,2012 Hyundai Genesis Coupe 3.8 Track,Hyundai
662,Automatic transmission,2012 Hyundai Genesis Coupe 3.8 Grand Touring,Hyundai
663,Manual transmission,2012 Hyundai Genesis Coupe 2.0T R-Spec,Hyundai
664,Automatic transmission,2012 Hyundai Genesis Coupe 2.0T AT,Hyundai
665,Manual transmission,2012 Hyundai Genesis Coupe 3.8 R-Spec,Hyundai
666,Automatic transmission,2012 Hyundai Genesis Coupe 3.8 Track AT,Hyundai
667,Automatic transmission,2012 Hyundai Genesis Coupe 2.0T Premium,Hyundai
668,Automatic transmission,2011 Hyundai Genesis Coupe 2.0T AT,Hyundai
669,Manual transmission,2011 Hyundai Genesis Coupe 2.0T,Hyundai
670,Automatic transmission,2011 Hyundai Genesis Coupe 2.0T Premium,Hyundai
671,Automatic transmission,2011 Hyundai Genesis Coupe 3.8 Grand Touring,Hyundai
672,Manual transmission,2011 Hyundai Genesis Coupe 3.8 R-Spec,Hyundai
673,Manual transmission,2011 Hyundai Genesis Coupe 2.0T R-Spec,Hyundai
674,Manual transmission,2011 Hyundai Genesis Coupe 3.8 Track,Hyundai
675,Automatic transmission,2011 Hyundai Genesis Coupe 3.8 Track AT,Hyundai
676,Manual transmission,2010 Hyundai Genesis Coupe 2.0T Premium,Hyundai
677,Automatic transmission,2010 Hyundai Genesis Coupe 3.8 AT,Hyundai
678,Automatic transmission,2010 Hyundai Genesis Coupe 3.8 Track AT,Hyundai
679,Manual transmission,2010 Hyundai Genesis Coupe 2.0T R-Spec,Hyundai
680,Automatic transmission,2010 Hyundai Genesis Coupe 2.0T Premium AT,Hyundai
681,Manual transmission,2010 Hyundai Genesis Coupe 2.0T Track,Hyundai
682,Manual transmission,2010 Hyundai Genesis Coupe 3.8,Hyundai
683,Automatic transmission,2010 Hyundai Genesis Coupe 3.8 Grand Touring AT,Hyundai
684,Manual transmission,2010 Hyundai Genesis Coupe 3.8 Track,Hyundai
685,Automatic transmission,2010 Hyundai Genesis Coupe 2.0T AT,Hyundai
686,Manual transmission,2010 Hyundai Genesis Coupe 3.8 Grand Touring,Hyundai
687,Manual transmission,2010 Hyundai Genesis Coupe 2.0T,Hyundai
688,Automatic transmission,2010 Mercedes-Benz C63 AMG Sport,AMG
689,Manual transmission,2010 Volkswagen GTI 2-Door,Volkswagen
690,Manual transmission,2011 Volkswagen GTI 2-Door,Volkswagen
691,Manual transmission,2012 Ford Mustang V6,Ford
692,Automatic transmission,2012 Ford Mustang V6 AT,Ford
693,Manual transmission,2012 Ford Mustang V6 Premium,Ford
694,Automatic transmission,2012 Ford Mustang V6 Premium AT,Ford
695,Manual transmission,2012 Ford Mustang GT,Ford
696,Automatic transmission,2012 Ford Mustang GT AT,Ford
697,Manual transmission,2012 Ford Mustang GT Premium,Ford
698,Automatic transmission,2012 Ford Mustang GT Premium AT,Ford
699,Manual transmission,2012 Ford Mustang Boss 302,Ford
700,Automatic transmission,2010 Mercedes-Benz C300 Luxury 4MATIC,Mercedes
701,Manual transmission,2012 Ford Mustang V6 Convertible,Ford
702,Automatic transmission,2012 Ford Mustang V6 Convertible AT,Ford
703,Manual transmission,2012 Ford Mustang V6 Premium Convertible,Ford
704,Automatic transmission,2012 Ford Mustang V6 Premium Convertible AT,Ford
705,Manual transmission,2012 Ford Mustang GT Convertible,Ford
706,Automatic transmission,2012 Ford Mustang GT Convertible AT,Ford
707,Manual transmission,2012 Ford Mustang GT Premium Convertible,Ford
708,Automatic transmission,2012 Ford Mustang GT Premium Convertible AT,Ford
709,Manual transmission,2011 Ford Mustang V6 Convertible,Ford
710,Automatic transmission,2011 Ford Mustang V6 Convertible AT,Ford
711,Manual transmission,2011 Ford Mustang V6 Premium Convertible,Ford
712,Automatic transmission,2011 Ford Mustang V6 Premium Convertible AT,Ford
713,Manual transmission,2011 Ford Mustang GT Convertible,Ford
714,Automatic transmission,2011 Ford Mustang GT Convertible AT,Ford
715,Manual transmission,2011 Ford Mustang GT Premium Convertible,Ford
716,Automatic transmission,2011 Ford Mustang GT Premium Convertible AT,Ford
717,Manual transmission,2011 Ford Mustang V6,Ford
718,Automatic transmission,2011 Ford Mustang V6 AT,Ford
719,Manual transmission,2011 Ford Mustang V6 Premium,Ford
720,Automatic transmission,2011 Ford Mustang V6 Premium AT,Ford
721,Manual transmission,2011 Ford Mustang GT,Ford
722,Automatic transmission,2011 Ford Mustang GT AT,Ford
